1,s2p,quad,no_function,1.1,False,0.003,Done
2,s2p,quad,no_function,1.1,False,0.006999999999999999,Done
3,s2p,quad,no_function,1.1,False,0.011,Done
4,s2p,quad,no_function,1.1,False,0.015,Done
5,s2p,quad,no_function,1.1,False,0.019,Done
6,s2p,quad,no_function,1.1,False,0.023,Done
7,s2p,quad,no_function,1.1,False,0.027000000000000003,Done
8,s2p,quad,no_function,1.1,False,0.031,Done
9,s2p,quad,no_function,1.1,False,0.035,Done
10,s2p,quad,no_function,1.1,False,0.039,Done
11,s2p,quad,no_function,1.1,False,0.043,Done
12,s2p,quad,no_function,1.1,False,0.047,Done
13,s2p,quad,no_function,1.1,False,0.051,Done
14,s2p,quad,no_function,1.1,False,0.055,Done
15,s2p,quad,no_function,1.1,False,0.059,Done
16,s2p,quad,no_function,1.1,False,0.063,Done
17,s2p,quad,no_function,1.1,False,0.067,Done
18,s2p,quad,no_function,1.1,False,0.071,Done
19,s2p,quad,no_function,1.1,False,0.075,Done
20,s2p,quad,no_function,1.1,False,0.079,Done
21,s2p,quad,no_function,1.1,False,0.083,Done
22,s2p,quad,no_function,1.1,False,0.087,Done
23,s2p,quad,no_function,1.1,False,0.091,Done
24,s2p,quad,no_function,1.1,False,0.095,Done
25,s2p,quad,no_function,1.1,False,0.099,Done
26,s2p,quad,no_function,1.1,False,0.103,Done
27,s2p,quad,no_function,1.1,False,0.107,Done
28,s2p,quad,no_function,1.1,False,0.111,Done
29,s2p,quad,no_function,1.1,False,0.115,Done
30,s2p,quad,no_function,1.1,False,0.119,Done
31,s2p,quad,no_function,1.1,False,0.123,Done
32,s2p,quad,no_function,1.1,False,0.127,Done
33,s2p,quad,no_function,1.1,False,0.131,Done
34,s2p,quad,no_function,1.1,False,0.135,Done
35,s2p,quad,no_function,1.1,False,0.139,Done
36,s2p,quad,no_function,1.1,False,0.14300000000000002,Done
37,s2p,quad,no_function,1.1,False,0.147,Done
38,s2p,quad,no_function,1.1,False,0.151,Done
39,s2p,quad,inverse,0.0640754,False,0.003,Done
40,s2p,quad,inverse,0.0641846,False,0.006999999999999999,Done
41,s2p,quad,inverse,0.064389,False,0.011,Done
42,s2p,quad,inverse,0.06471589999999999,False,0.015,Done
43,s2p,quad,inverse,0.06541369999999999,False,0.019,Done
44,s2p,quad,inverse,0.06608439999999999,False,0.023,Done
45,s2p,quad,inverse,0.06696989,False,0.027000000000000003,Done
46,s2p,quad,inverse,0.06813804,False,0.031,Done
47,s2p,quad,inverse,0.07068073,False,0.035,Done
48,s2p,quad,inverse,0.07322389,False,0.039,Done
49,s2p,quad,inverse,0.07712135,False,0.043,Done
50,s2p,quad,inverse,0.08411648,False,0.047,Done
51,s2p,quad,inverse,0.14504779,False,0.051,Done
52,s2p,quad,inverse,0.14887277,False,0.055,Done
53,s2p,quad,inverse,0.15404932,False,0.059,Done
54,s2p,quad,inverse,0.16180419,False,0.063,Done
55,s2p,quad,inverse,0.18679703,False,0.067,Done
56,s2p,quad,inverse,0.20210814,False,0.071,Done
57,s2p,quad,inverse,0.20997858,False,0.075,Done
58,s2p,quad,inverse,0.22204602,False,0.079,Done
59,s2p,quad,inverse,0.24282798,False,0.083,Done
60,s2p,quad,inverse,0.2524287,False,0.087,Done
61,s2p,quad,inverse,0.2670369,False,0.091,Done
62,s2p,quad,inverse,0.27650164,False,0.095,Done
