function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,2060,561,509,52,1.003941739066575
1.2,79130,561,509,52,1.0123238390658789
1.3,3647006,561,509,52,0.0
1.4,138908070,561,509,52,0.0
1.5,4303945632,561,509,52,0.0
1.6,109700304327,561,509,52,0.0
1.7,2337194163607,561,509,52,0.0
1.8,42301209338658,561,509,52,0.0
1.9,660234692736585,561,509,52,0.0
2.0,9007199254741499,561,509,52,0.0
