function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,563,561,555,6,1.000724309995598
1.2,566,561,555,6,1.0007282099955743
1.3,572,561,555,6,1.000736149995526
1.4,578,561,555,6,1.0007442499954768
1.5,586,561,555,6,1.0007553499954094
1.6,598,561,555,6,1.0007726199953044
1.7,611,561,555,6,1.0007922399951852
1.8,629,561,555,6,1.0008211199950097
1.9,653,561,555,6,1.0008630699947547
2.0,681,561,555,6,1.0009177699944223
