function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,625,561,538,23,1.0008145190673936
1.2,929,561,538,23,1.0017501790617072
1.3,2343,561,538,23,1.0042909190462659
1.4,8570,561,538,23,1.0074536790425586
1.5,34203,561,538,23,1.010535429041838
1.6,132582,561,538,23,1.0134046190416792
1.7,485462,561,538,23,1.0160754038539193
1.8,1673359,561,538,23,1.01857711703557
1.9,5443606,561,538,23,1.0209342464870061
2.0,16777752,561,538,23,1.0231654442083251
