function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,562,561,556,5,1.0007230199956059
1.2,564,561,556,5,1.0007256099955901
1.3,568,561,556,5,1.0007308399955583
1.4,571,561,556,5,1.0007348099955342
1.5,576,561,556,5,1.0007415299954934
1.6,582,561,556,5,1.0007497599954434
1.7,588,561,556,5,1.0007581699953922
1.8,596,561,556,5,1.0007696799953223
1.9,607,561,556,5,1.0007860999952225
2.0,618,561,556,5,1.0008032299951184
