function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,5517,561,479,82,0.4157490999991545
1.2,7960,561,479,82,0.4808118199985881
1.3,11598,561,479,82,0.5471857700019673
1.4,17050,561,479,82,0.6148671200043786
1.5,25210,561,479,82,0.6832241300056625
1.6,37448,561,479,82,0.752044340006259
1.7,55816,561,479,82,0.8211835900069511
1.8,83440,561,479,82,0.8906224400071386
1.9,125017,561,479,82,0.9602021000070288
2.0,187644,561,479,82,1.0298633900072565
