function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,2617,561,507,54,0.28146093999832106
1.2,3513,561,507,54,0.33559975999676855
1.3,4792,561,507,54,0.3906544799958391
1.4,6634,561,507,54,0.4485394399951565
1.5,9279,561,507,54,0.5079445799996982
1.6,13088,561,507,54,0.5685266200031187
1.7,18570,561,507,54,0.6297993000049846
1.8,26492,561,507,54,0.6918661900068214
1.9,37928,561,507,54,0.7542607600077922
2.0,54462,561,507,54,0.8169397500081822
