function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,840,561,540,21,0.07182161999898869
1.2,929,561,540,21,0.07696963999733177
1.3,1044,561,540,21,0.09279550999242323
1.4,1197,561,540,21,0.1488214899911975
1.5,1397,561,540,21,0.16313478998876818
1.6,1659,561,540,21,0.20244174998733933
1.7,2004,561,540,21,0.23789037998309986
1.8,2460,561,540,21,0.27217622998184055
1.9,3060,561,540,21,0.3100103099802397
2.0,3851,561,540,21,0.35172427997891215
