function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,1896,561,517,44,0.2220460199971251
1.2,2442,561,517,44,0.2712781199954714
1.3,3206,561,517,44,0.3196001899940336
1.4,4285,561,517,44,0.37126839999278166
1.5,5801,561,517,44,0.42479929999202276
1.6,7943,561,517,44,0.48044612999146574
1.7,10965,561,517,44,0.5373454299954759
1.8,15247,561,517,44,0.5952611299980608
1.9,21304,561,517,44,0.6538243799998796
2.0,29887,561,517,44,0.7128347600009303
