function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,577,561,547,14,1.000744248983254
1.2,617,561,547,14,1.0008016359880023
1.3,713,561,547,14,1.0009894290010584
1.4,933,561,547,14,1.0017602630218159
1.5,1420,561,547,14,1.0029424740344166
1.6,2467,561,547,14,1.0044240550411758
1.7,4635,561,547,14,1.0060002150441778
1.8,8977,561,547,14,1.0075606710458804
1.9,17413,561,547,14,1.0090568970464053
2.0,33313,561,547,14,1.0104785970465553
