function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,1288,561,528,33,0.15404931999839383
1.2,1559,561,528,33,0.19241017999146376
1.3,1928,561,528,33,0.22623936998823457
1.4,2435,561,528,33,0.2708778899862623
1.5,3126,561,528,33,0.31455463998448047
1.6,4077,561,528,33,0.3616789599834626
1.7,5380,561,528,33,0.4115341499826387
1.8,7179,561,528,33,0.4626069999820685
1.9,9652,561,528,33,0.5149005499865528
2.0,13057,561,528,33,0.5681240799896801
