function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,5266,561,481,80,0.40746792999904025
1.2,7569,561,481,80,0.471928579998475
1.3,10989,561,481,80,0.5377438300020618
1.4,16104,561,481,80,0.6048603500046499
1.5,23740,561,481,80,0.6727316100065079
1.6,35165,561,481,80,0.7410921900073073
1.7,52269,561,481,80,0.8098440300075602
1.8,77933,561,481,80,0.8788354800080121
1.9,116463,561,481,80,0.9480175100079142
2.0,174361,561,481,80,1.0172864500080954
