function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,4944,561,498,63,1.0061536590666873
1.2,584703,561,498,63,0.0
1.3,65351652,561,498,63,0.0
1.4,5625152881,561,498,63,0.0
1.5,372280746253,561,498,63,0.0
1.6,19298681540048,561,498,63,0.0
1.7,801000760086360,561,498,63,0.0
1.8,27186314685918158,561,498,63,0.0
1.9,769109102904119026,561,498,63,0.0
2.0,18446744073709552112,561,498,63,0.0
