function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,1833,561,518,43,0.21535826999769825
1.2,2349,561,518,43,0.2630653599950054
1.3,3070,561,518,43,0.31075262999332287
1.4,4086,561,518,43,0.3620605299923132
1.5,5510,561,518,43,0.415539549991529
1.6,7518,561,518,43,0.47078651999097193
1.7,10344,561,518,43,0.5271009899950584
1.8,14340,561,518,43,0.5845460499977909
1.9,19979,561,518,43,0.6426261399996944
2.0,27952,561,518,43,0.7012000600010644
