function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,1110,561,519,42,1.002206919066195
1.2,13211,561,519,42,1.0084392290656266
1.3,265025,561,519,42,0.0
1.4,4802774,561,519,42,0.0
1.5,74637509,561,519,42,0.0
1.6,997718967,561,519,42,0.0
1.7,11593260608,561,519,42,0.0
1.8,118475277429,561,519,42,0.0
1.9,1076867652853,561,519,42,0.0
2.0,8796093022725,561,519,42,0.0
