function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,711,561,531,30,1.000817419067293
1.2,1949,561,531,30,1.0037935190673564
1.3,11879,561,531,30,1.0081991190673885
1.4,85232,561,531,30,1.0124802122404954
1.5,575781,561,531,30,1.0164225159728797
1.6,3545136,561,531,30,1.0200798347450248
1.7,19898945,561,531,30,1.023502403983939
1.8,102414137,561,531,30,1.0267252386212113
1.9,486541166,561,531,30,1.0297739837681419
2.0,2147484177,561,531,30,1.032668574728637
