function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,10989,561,489,72,1.0080221790666384
1.2,3014883,561,489,72,0.0
1.3,693016807,561,489,72,0.0
1.4,116221537113,561,489,72,0.0
1.5,14311722498090,561,489,72,0.0
1.6,1326195297093256,561,489,72,0.0
1.7,94988979211066073,561,489,72,0.0
1.8,5392658088819765737,561,489,72,0.0
1.9,248182045757001957865,561,489,72,0.0
2.0,9444732965739290427879,561,489,72,0.0
