function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,4902,561,484,77,0.39470155999902395
1.2,7005,561,484,77,0.45822608999837255
1.3,10113,561,484,77,0.5231132800023209
1.4,14745,561,484,77,0.5894003900047613
1.5,21636,561,484,77,0.6565152700063361
1.6,31907,561,484,77,0.7242190100073524
1.7,47224,561,484,77,0.7922649700080784
1.8,70122,561,484,77,0.8606429800084628
1.9,104370,561,484,77,0.929159240008537
2.0,155639,561,484,77,0.9978023100087459
