function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,1596,561,522,39,0.19897000999437853
1.2,2003,561,522,39,0.23782290999013644
1.3,2566,561,522,39,0.27816342998858457
1.4,3353,561,522,39,0.32655783998726656
1.5,4444,561,522,39,0.37715779998626114
1.6,5968,561,522,39,0.42971984998548596
1.7,8094,561,522,39,0.4838230899848994
1.8,11073,561,522,39,0.5391651099891244
1.9,15234,561,522,39,0.5951524699920696
2.0,21062,561,522,39,0.6517952099937856
