function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,697,561,546,15,0.06696988999938425
1.2,736,561,546,15,0.06804904999881622
1.3,783,561,546,15,0.0695606299980206
1.4,845,561,546,15,0.07204911999697396
1.5,925,561,546,15,0.07667258999532994
1.6,1024,561,546,15,0.0882382099915584
1.7,1150,561,546,15,0.1465618799824932
1.8,1313,561,546,15,0.15581763998077885
1.9,1521,561,546,15,0.18191370997583134
2.0,1786,561,546,15,0.21117855997384688
