function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,572,561,549,12,1.000736149995526
1.2,595,561,549,12,1.000768229995331
1.3,646,561,549,12,1.0008503999948317
1.4,745,561,549,12,1.0010732399939641
1.5,935,561,549,12,1.0017644499932312
1.6,1298,561,549,12,1.0027065799923727
1.7,1963,561,549,12,1.0038288599918794
1.8,3149,561,549,12,1.0050472599916538
1.9,5220,561,549,12,1.0062866699915438
2.0,8739,561,549,12,1.0074983599914806
