function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,2460,561,509,52,0.27217622999873503
1.2,3278,561,509,52,0.3228868599975135
1.3,4441,561,509,52,0.37702111999654225
1.4,6111,561,509,52,0.43403826999589545
1.5,8498,561,509,52,0.49245538999535377
1.6,11925,561,509,52,0.552132189998748
1.7,16837,561,509,52,0.6126343000012644
1.8,23911,561,509,52,0.673977660002983
1.9,34084,561,509,52,0.7356939800040632
2.0,48739,561,509,52,0.7977383000047815
