function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,661,561,548,13,0.06608439999942922
1.2,688,561,548,13,0.06673942999908444
1.3,720,561,548,13,0.067589499998637
1.4,763,561,548,13,0.06888514999795503
1.5,817,561,548,13,0.07084110999703078
1.6,882,561,548,13,0.07392527999577587
1.7,963,561,548,13,0.0798918699936881
1.8,1068,561,548,13,0.10118078998632515
1.9,1200,561,548,13,0.14897576998506284
2.0,1367,561,548,13,0.16018195998295337
