function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,561,561,558,3,1.000071422
1.2,562,561,558,3,1.000723016
1.3,563,561,558,3,1.000724307
1.4,564,561,558,3,1.000725604
1.5,565,561,558,3,1.000726904
1.6,567,561,558,3,1.00072952
1.7,568,561,558,3,1.000730835
1.8,569,561,558,3,1.000732155
1.9,571,561,558,3,1.000734809
2,572,561,558,3,1.000736143
