function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,5775,561,477,84,0.4240456580385699
1.2,8363,561,477,84,0.4895631330677009
1.3,12225,561,477,84,0.5564973090481075
1.4,18028,561,477,84,0.6246582200344811
1.5,26734,561,477,84,0.693431657025305
1.6,39821,561,477,84,0.7626994610188308
1.7,59512,561,477,84,0.8322809590145129
1.8,89194,561,477,84,0.9021098710119637
1.9,133973,561,477,84,0.9720816790098975
2.0,201587,561,477,84,1.0421387080139375
