function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,4173,561,500,61,1.0057414590666864
1.2,406196,561,500,61,0.0
1.3,38669820,561,500,61,0.0
1.4,2869976203,561,500,61,0.0
1.5,165458109723,561,500,61,0.0
1.6,7538547476885,561,500,61,0.0
1.7,277162892763772,561,500,61,0.0
1.8,8390837866024467,561,500,61,0.0
1.9,213049612992831156,561,500,61,0.0
2.0,4611686018427388402,561,500,61,0.0
