function_value,coverd_time,window_size,linear_length,non_linear_length,inverse_value
1.1,2951,561,503,58,0.303510339998661
1.2,4016,561,503,58,0.35921808999770355
1.3,5546,561,503,58,0.41668991999687005
1.4,7764,561,503,58,0.4764927399962831
1.5,10974,561,503,58,0.5374627500001457
1.6,15628,561,503,58,0.5996176800024248
1.7,22373,561,503,58,0.6623189100039315
1.8,32187,561,503,58,0.72572897000498
1.9,46457,561,503,58,0.7894275200059707
2.0,67232,561,503,58,0.8533531800065951
